@relation '2016_New_Coder_Survey.arff-weka.filters.unsupervised.attribute.Remove-R3-4-weka.filters.unsupervised.attribute.AddCluster-Wweka.clusterers.SimpleKMeans -init 0 -max-candidates 100 -periodic-pruning 10000 -min-density 2.0 -t1 -1.25 -t2 -1.0 -N 3 -A \"weka.core.EuclideanDistance -R first-last\" -I 500 -num-slots 1 -S 10'

@attribute Age numeric
@attribute Income numeric
@attribute Gender numeric
@attribute cluster {cluster1,cluster2,cluster3}

@data
44,75000,1,cluster3
46,43000,1,cluster3
27,7775,1,cluster2
32,60000,0,cluster3
32,36000,0,cluster2
37,78000,1,cluster3
29,40000,1,cluster2
28,45000,1,cluster2
20,9000,1,cluster2
26,31000,1,cluster2
27,55000,1,cluster2
22,30000,1,cluster2
35,22000,1,cluster2
30,27000,0,cluster2
24,200000,0,cluster1
29,166000,1,cluster1
27,30000,1,cluster2
36,48000,0,cluster3
39,110000,1,cluster1
28,75000,0,cluster3
73,105000,1,cluster3
33,36000,1,cluster2
23,38400,1,cluster2
30,35000,1,cluster2
40,66500,1,cluster3
26,30000,1,cluster2
27,30000,1,cluster2
24,22000,0,cluster2
49,90000,1,cluster3
34,75000,1,cluster3
32,106000,1,cluster1
44,41000,0,cluster3
24,12000,1,cluster2
26,50000,1,cluster2
34,60000,1,cluster3
25,45000,1,cluster2
39,65000,1,cluster3
30,15000,1,cluster2
23,19000,0,cluster2
21,60000,0,cluster2
22,13000,1,cluster2
33,200000,1,cluster1
33,70000,1,cluster3
30,45000,1,cluster2
36,140000,1,cluster1
49,200000,1,cluster1
27,70000,1,cluster2
41,18000,1,cluster3
16,14400,1,cluster2
48,50000,0,cluster3
37,25000,1,cluster3
24,20000,1,cluster2
25,15000,1,cluster2
23,36000,1,cluster2
30,45000,0,cluster2
26,6000,1,cluster2
25,20000,1,cluster2
25,10000,1,cluster2
27,65000,0,cluster2
31,55000,1,cluster3
28,47000,1,cluster2
62,65000,1,cluster3
39,53000,1,cluster3
24,9600,1,cluster2
36,12000,0,cluster2
30,22000,0,cluster2
30,55000,1,cluster2
25,55000,1,cluster2
20,27000,1,cluster2
26,28000,0,cluster2
33,97500,1,cluster1
24,50000,1,cluster2
27,32555,1,cluster2
29,40000,1,cluster2
32,52000,1,cluster3
39,26000,1,cluster3
33,75000,1,cluster3
32,13000,1,cluster2
25,38000,0,cluster2
43,200000,1,cluster1
33,18000,1,cluster2
45,45000,1,cluster3
35,40000,1,cluster3
31,14400,1,cluster2
37,20000,1,cluster3
34,40000,1,cluster3
30,50000,1,cluster2
28,27000,0,cluster2
27,74000,1,cluster3
36,8000,0,cluster2
41,80000,1,cluster3
34,42000,0,cluster3
26,35000,1,cluster2
41,180000,1,cluster1
20,10000,1,cluster2
28,15000,1,cluster2
39,35000,1,cluster3
43,7000,1,cluster3
21,60000,1,cluster2
36,60000,1,cluster3
34,30000,1,cluster2
21,60000,0,cluster2
31,32000,1,cluster2
24,6000,1,cluster2
31,35000,1,cluster2
42,40000,1,cluster3
22,45000,1,cluster2
24,36000,1,cluster2
31,42000,1,cluster2
25,35000,1,cluster2
37,47000,1,cluster3
29,200000,1,cluster1
27,38000,1,cluster2
53,100000,1,cluster1
27,36000,0,cluster2
31,25000,1,cluster2
28,56000,0,cluster2
25,44400,1,cluster2
26,29000,1,cluster2
22,12000,0,cluster2
29,12000,1,cluster2
30,52000,1,cluster2
21,60000,1,cluster2
35,55000,1,cluster3
37,12000,1,cluster2
32,56000,0,cluster3
24,35000,1,cluster2
35,35000,1,cluster3
26,34000,1,cluster2
28,6000,1,cluster2
31,41200,1,cluster2
21,22000,1,cluster2
29,23000,0,cluster2
32,60000,1,cluster3
29,34000,1,cluster2
30,24000,1,cluster2
36,32000,0,cluster3
31,62000,1,cluster3
50,44000,1,cluster3
31,200000,1,cluster1
33,65000,1,cluster3
34,50000,1,cluster3
27,15600,1,cluster2
25,13000,1,cluster2
41,54000,1,cluster3
20,10000,1,cluster2
25,14000,1,cluster2
34,128000,1,cluster1
35,200000,1,cluster1
40,9000,1,cluster3
28,8000,1,cluster2
24,15000,1,cluster2
28,100000,1,cluster1
23,40000,0,cluster2
45,14300,1,cluster3
29,43000,1,cluster2
41,69000,1,cluster3
28,50000,0,cluster2
27,9500,1,cluster2
30,24000,1,cluster2
32,24000,1,cluster2
28,34000,1,cluster2
23,43125,1,cluster2
31,95000,0,cluster1
35,63000,1,cluster3
33,50000,1,cluster3
20,39996,1,cluster2
34,40000,1,cluster3
35,102000,1,cluster1
21,20000,0,cluster2
30,8000,1,cluster2
28,12000,1,cluster2
30,30000,0,cluster2
24,30000,0,cluster2
35,85000,1,cluster3
30,40000,1,cluster2
49,100000,1,cluster1
24,24000,0,cluster2
40,31000,1,cluster3
31,52000,1,cluster3
24,12000,1,cluster2
27,25000,1,cluster2
40,85000,1,cluster3
47,120000,1,cluster1
45,80000,1,cluster3
29,60000,0,cluster2
23,28800,1,cluster2
25,60000,1,cluster2
27,36000,1,cluster2
24,42000,1,cluster2
24,27000,1,cluster2
31,112000,1,cluster1
32,50000,1,cluster3
24,45000,1,cluster2
27,34000,1,cluster2
21,6000,1,cluster2
31,12500,1,cluster2
37,19900,0,cluster3
26,7200,1,cluster2
32,35000,1,cluster2
40,12000,1,cluster3
35,18000,1,cluster2
37,200000,1,cluster1
32,75000,1,cluster3
19,30000,1,cluster2
26,14000,1,cluster2
18,7800,1,cluster2
37,30000,1,cluster3
27,7000,0,cluster2
20,12000,1,cluster2
46,115000,1,cluster1
21,30000,0,cluster2
47,25000,1,cluster3
31,40000,0,cluster2
28,24000,1,cluster2
29,17000,1,cluster2
39,10000,1,cluster3
25,70000,1,cluster2
57,30000,1,cluster3
25,30000,0,cluster2
28,37000,0,cluster2
51,20000,1,cluster3
46,20000,0,cluster3
30,63000,0,cluster3
25,38000,1,cluster2
27,55000,1,cluster2
25,90000,0,cluster1
34,36000,1,cluster3
37,85000,1,cluster3
42,76000,1,cluster3
22,13563,1,cluster2
35,75000,1,cluster3
23,66000,1,cluster2
28,18750,1,cluster2
27,9348,1,cluster2
26,43000,1,cluster2
29,100000,1,cluster1
23,60000,1,cluster2
28,48500,1,cluster2
30,15000,1,cluster2
23,6000,0,cluster2
23,25000,1,cluster2
26,9600,1,cluster2
35,23374,1,cluster2
27,40000,1,cluster2
25,7200,1,cluster2
29,34560,1,cluster2
30,8000,1,cluster2
25,20000,1,cluster2
31,70000,1,cluster3
25,13000,1,cluster2
40,69000,1,cluster3
53,40000,1,cluster3
33,73000,1,cluster3
33,30000,1,cluster2
46,90000,1,cluster3
27,200000,1,cluster1
24,8000,1,cluster2
35,200000,1,cluster1
30,80000,1,cluster3
44,80000,0,cluster3
31,71000,1,cluster3
27,60000,1,cluster2
29,30000,1,cluster2
27,70000,0,cluster2
32,20000,1,cluster2
31,45000,1,cluster2
29,20300,1,cluster2
34,53000,1,cluster3
21,50000,1,cluster2
34,70000,0,cluster3
23,52000,1,cluster2
29,48000,0,cluster2
28,30000,1,cluster2
42,58000,1,cluster3
32,35000,1,cluster2
26,98000,1,cluster1
57,12000,0,cluster3
25,12000,1,cluster2
35,139000,0,cluster1
31,45000,1,cluster2
28,75000,1,cluster3
42,105000,0,cluster1
26,48000,0,cluster2
30,36000,1,cluster2
40,40000,1,cluster3
27,10000,0,cluster2
24,51600,1,cluster2
28,50000,1,cluster2
31,8000,1,cluster2
29,60000,0,cluster2
29,6000,1,cluster2
24,35000,1,cluster2
36,60000,1,cluster3
25,42000,1,cluster2
21,20000,1,cluster2
56,124000,1,cluster1
32,75000,1,cluster3
31,70000,1,cluster3
35,45000,1,cluster3
27,17000,1,cluster2
25,45000,0,cluster2
48,62000,0,cluster3
22,11300,0,cluster2
54,70000,0,cluster3
28,14000,1,cluster2
35,12000,1,cluster2
27,17000,0,cluster2
27,15000,1,cluster2
24,10000,1,cluster2
32,6000,1,cluster2
25,60000,0,cluster2
33,39000,0,cluster3
40,40000,1,cluster3
21,15000,1,cluster2
29,20000,1,cluster2
25,60000,1,cluster2
28,100000,1,cluster1
45,7000,1,cluster3
35,86000,1,cluster3
21,8000,1,cluster2
32,20000,1,cluster2
25,8000,0,cluster2
34,45000,1,cluster3
22,9600,1,cluster2
40,40000,1,cluster3
29,40000,1,cluster2
42,14000,1,cluster3
28,16000,1,cluster2
31,9000,1,cluster2
37,30000,1,cluster3
29,60000,1,cluster2
27,18000,1,cluster2
47,30000,0,cluster3
36,30000,0,cluster3
50,200000,1,cluster1
29,40000,1,cluster2
27,10000,1,cluster2
33,40000,0,cluster3
34,80000,1,cluster3
44,100000,0,cluster1
25,6600,1,cluster2
24,44000,1,cluster2
24,10000,1,cluster2
24,21000,1,cluster2
25,35000,0,cluster2
24,40000,1,cluster2
33,67200,1,cluster3
27,40000,1,cluster2
22,36000,1,cluster2
30,16000,1,cluster2
26,50000,1,cluster2
36,15000,1,cluster2
39,120000,1,cluster1
43,192000,1,cluster1
27,8500,0,cluster2
30,12000,1,cluster2
56,42000,1,cluster3
28,72000,0,cluster3
28,17500,1,cluster2
28,200000,0,cluster1
22,41640,1,cluster2
25,11505,0,cluster2
50,25000,1,cluster3
56,11000,0,cluster3
28,25000,1,cluster2
28,38000,0,cluster2
20,6000,1,cluster2
30,80000,0,cluster3
26,32000,1,cluster2
35,48000,1,cluster3
33,18000,1,cluster2
26,16000,1,cluster2
36,56000,1,cluster3
28,18000,1,cluster2
40,21000,1,cluster3
23,60000,1,cluster2
50,70000,0,cluster3
30,14000,1,cluster2
34,14400,1,cluster2
47,50000,1,cluster3
57,40000,1,cluster3
29,130000,1,cluster1
34,95000,1,cluster1
28,70000,1,cluster3
30,44614,1,cluster2
34,24000,1,cluster2
32,12000,1,cluster2
28,10000,1,cluster2
25,16000,0,cluster2
28,40000,1,cluster2
50,120000,1,cluster1
31,40000,1,cluster2
21,9000,1,cluster2
24,54228,1,cluster2
27,52125,1,cluster2
30,58000,0,cluster3
24,20000,1,cluster2
19,24000,1,cluster2
45,26000,1,cluster3
24,47000,1,cluster2
25,45000,0,cluster2
31,27000,1,cluster2
21,17256,0,cluster2
29,12000,1,cluster2
30,25000,1,cluster2
39,8500,1,cluster3
21,16000,1,cluster2
25,41000,1,cluster2
26,29000,1,cluster2
47,105000,1,cluster1
23,14700,1,cluster2
20,20000,1,cluster2
37,53000,1,cluster3
25,10000,1,cluster2
29,105000,0,cluster1
25,24000,1,cluster2
25,75000,1,cluster2
61,139000,1,cluster1
47,20000,1,cluster3
26,30000,1,cluster2
27,50000,0,cluster2
28,30000,0,cluster2
30,10000,1,cluster2
30,30000,1,cluster2
37,20000,1,cluster3
23,18000,0,cluster2
26,10000,0,cluster2
40,30000,1,cluster3
38,74000,1,cluster3
28,32000,1,cluster2
21,12000,1,cluster2
32,23000,1,cluster2
27,57000,1,cluster2
29,40000,0,cluster2
36,30000,1,cluster3
35,20000,1,cluster2
31,25000,1,cluster2
22,25000,1,cluster2
44,14000,1,cluster3
23,80000,0,cluster2
25,60000,1,cluster2
25,60000,1,cluster2
30,32000,0,cluster2
23,70000,1,cluster2
30,22000,0,cluster2
25,15000,1,cluster2
35,80000,1,cluster3
37,62000,1,cluster3
43,200000,1,cluster1
35,45000,1,cluster3
29,100000,0,cluster1
25,12000,1,cluster2
35,20000,1,cluster2
33,70000,1,cluster3
28,38000,1,cluster2
26,20000,1,cluster2
25,40000,1,cluster2
22,28000,0,cluster2
29,47000,1,cluster2
26,14000,1,cluster2
22,36000,1,cluster2
22,8000,1,cluster2
28,17379,1,cluster2
30,55000,0,cluster2
36,130000,1,cluster1
22,14000,1,cluster2
27,87000,1,cluster3
23,10800,1,cluster2
23,30000,1,cluster2
28,12000,0,cluster2
34,20000,0,cluster2
22,120000,1,cluster1
31,20000,1,cluster2
30,80000,0,cluster3
36,15000,1,cluster2
28,40000,0,cluster2
28,10000,1,cluster2
17,24000,0,cluster2
23,36000,1,cluster2
26,9000,1,cluster2
28,36000,1,cluster2
30,20000,0,cluster2
39,10000,1,cluster3
35,90000,0,cluster3
28,6000,1,cluster2
35,10000,1,cluster2
24,43200,1,cluster2
32,75500,0,cluster3
30,30000,0,cluster2
25,30000,0,cluster2
21,117500,1,cluster1
31,36000,1,cluster2
58,27000,1,cluster3
45,50000,1,cluster3
34,14000,1,cluster2
27,55000,1,cluster2
21,24000,1,cluster2
25,29000,0,cluster2
25,60000,0,cluster2
52,10000,1,cluster3
28,25000,0,cluster2
28,12000,0,cluster2
47,15000,0,cluster3
25,30000,1,cluster2
27,40000,1,cluster2
29,100000,1,cluster1
46,45000,1,cluster3
31,45000,1,cluster2
36,45000,1,cluster3
36,40000,0,cluster3
28,24000,0,cluster2
29,42000,1,cluster2
46,6000,1,cluster3
33,45000,1,cluster3
22,30000,1,cluster2
36,30000,1,cluster3
25,48000,1,cluster2
32,75000,0,cluster3
23,64000,0,cluster2
29,45000,1,cluster2
32,24000,1,cluster2
28,16000,1,cluster2
53,15000,1,cluster3
23,34800,1,cluster2
22,48000,1,cluster2
23,6000,1,cluster2
42,50000,0,cluster3
36,12000,1,cluster2
46,115000,1,cluster1
24,6000,1,cluster2
34,10000,1,cluster2
27,15000,1,cluster2
24,100000,1,cluster1
49,28000,1,cluster3
30,30000,1,cluster2
50,100000,1,cluster1
25,53000,0,cluster2
41,65000,1,cluster3
63,120000,1,cluster1
31,97000,0,cluster1
22,55200,1,cluster2
24,51432,1,cluster2
31,25000,1,cluster2
26,30000,1,cluster2
40,90000,1,cluster3
26,6081,1,cluster2
35,120000,1,cluster1
39,45000,1,cluster3
34,60000,1,cluster3
50,90000,1,cluster3
36,12000,1,cluster2
28,40000,1,cluster2
39,60000,1,cluster3
54,42000,1,cluster3
27,15000,1,cluster2
30,30000,1,cluster2
28,9000,0,cluster2
40,200000,1,cluster1
25,30000,1,cluster2
28,25000,0,cluster2
23,50000,0,cluster2
29,28000,1,cluster2
35,100000,1,cluster1
39,25000,1,cluster3
38,55000,1,cluster3
33,65000,1,cluster3
27,38000,1,cluster2
31,36000,1,cluster2
24,61740,1,cluster2
34,55000,1,cluster3
37,72000,0,cluster3
33,53000,1,cluster3
27,47000,1,cluster2
29,65000,1,cluster3
37,50000,0,cluster3
47,58000,0,cluster3
37,36000,0,cluster3
24,45000,1,cluster2
22,57084,1,cluster2
34,48000,1,cluster3
23,30000,0,cluster2
22,60000,1,cluster2
32,75000,1,cluster3
27,60000,1,cluster2
35,65000,1,cluster3
21,15000,1,cluster2
25,14400,1,cluster2
26,6300,1,cluster2
34,65000,1,cluster3
19,24000,1,cluster2
25,28800,0,cluster2
30,36000,1,cluster2
30,55000,1,cluster2
23,49200,1,cluster2
39,40000,0,cluster3
23,25000,1,cluster2
35,77000,1,cluster3
29,35000,1,cluster2
31,45000,1,cluster2
28,27696,1,cluster2
34,200000,1,cluster1
47,50000,1,cluster3
29,60000,1,cluster2
26,9000,1,cluster2
26,36000,0,cluster2
23,38000,0,cluster2
28,110282,1,cluster1
30,25000,1,cluster2
45,20000,1,cluster3
26,75000,1,cluster2
35,32000,1,cluster3
28,7000,1,cluster2
30,60000,0,cluster3
65,128000,1,cluster1
36,60000,1,cluster3
20,39600,1,cluster2
26,12000,1,cluster2
27,26000,0,cluster2
28,70000,1,cluster3
25,28000,1,cluster2
35,12000,1,cluster2
46,80000,1,cluster3
40,50000,1,cluster3
23,41000,1,cluster2
32,32000,0,cluster2
27,16000,1,cluster2
29,15000,1,cluster2
27,20000,1,cluster2
27,90000,0,cluster1
29,8000,1,cluster2
27,12000,1,cluster2
25,13000,1,cluster2
27,10000,1,cluster2
31,40000,1,cluster2
23,14400,0,cluster2
24,20909,1,cluster2
22,8400,1,cluster2
21,8400,0,cluster2
33,20000,1,cluster2
25,22000,1,cluster2
28,15000,0,cluster2
34,60000,1,cluster3
24,12000,0,cluster2
31,35000,0,cluster2
29,32000,1,cluster2
22,36072,1,cluster2
24,72000,1,cluster2
32,80000,1,cluster3
30,150000,1,cluster1
32,12500,1,cluster2
19,13000,0,cluster2
29,8500,1,cluster2
30,24000,1,cluster2
26,24000,1,cluster2
29,55000,1,cluster2
32,36500,1,cluster2
29,28800,1,cluster2
23,36000,1,cluster2
28,65000,1,cluster2
21,6000,0,cluster2
37,10000,1,cluster2
31,45000,1,cluster2
24,6000,1,cluster2
54,60000,0,cluster3
19,60000,0,cluster2
26,11000,1,cluster2
25,123000,1,cluster1
25,55000,1,cluster2
28,40000,1,cluster2
34,65000,1,cluster3
46,20000,1,cluster3
45,10000,1,cluster3
28,15000,1,cluster2
26,26000,1,cluster2
27,30000,1,cluster2
25,100000,1,cluster1
33,12000,1,cluster2
29,33000,1,cluster2
39,108000,1,cluster1
40,121000,1,cluster1
32,105000,1,cluster1
26,6000,1,cluster2
47,32000,1,cluster3
35,50000,1,cluster3
26,20000,1,cluster2
28,38000,1,cluster2
21,13000,1,cluster2
40,26000,1,cluster3
39,24000,1,cluster3
32,7900,1,cluster2
28,14400,1,cluster2
22,72000,1,cluster2
28,40800,0,cluster2
41,32000,0,cluster3
19,30000,1,cluster2
28,16000,1,cluster2
23,27000,0,cluster2
29,50000,0,cluster2
24,10000,1,cluster2
26,48000,1,cluster2
30,9000,1,cluster2
28,20000,1,cluster2
27,6100,1,cluster2
29,24000,1,cluster2
28,40000,1,cluster2
29,55000,1,cluster2
28,80000,1,cluster3
28,10000,1,cluster2
41,100000,0,cluster1
28,10000,1,cluster2
30,30000,0,cluster2
17,26400,1,cluster2
32,45000,1,cluster3
38,90000,1,cluster3
59,10000,1,cluster3
27,35000,1,cluster2
28,50000,0,cluster2
27,30000,1,cluster2
42,43500,1,cluster3
22,6600,1,cluster2
29,25000,1,cluster2
23,6000,1,cluster2
24,26000,0,cluster2
34,60000,1,cluster3
26,25000,0,cluster2
29,50000,1,cluster2
32,29000,1,cluster2
30,15000,0,cluster2
25,60000,1,cluster2
33,24000,0,cluster2
26,55000,1,cluster2
37,60000,1,cluster3
25,57600,1,cluster2
29,12000,0,cluster2
35,100000,1,cluster1
32,14416,0,cluster2
28,18000,1,cluster2
25,17000,1,cluster2
31,60000,0,cluster3
36,80000,1,cluster3
28,110000,1,cluster1
26,10000,1,cluster2
48,45000,1,cluster3
31,80000,1,cluster3
25,50000,1,cluster2
29,78000,1,cluster3
29,12000,1,cluster2
37,19000,1,cluster3
37,48000,1,cluster3
25,50000,1,cluster2
37,55000,1,cluster3
29,70800,1,cluster3
26,10000,1,cluster2
30,50000,0,cluster2
28,6480,1,cluster2
28,6000,1,cluster2
28,42200,1,cluster2
27,10000,1,cluster2
19,7000,1,cluster2
26,15000,1,cluster2
41,75000,1,cluster3
31,40000,0,cluster2
40,30000,1,cluster3
34,35000,1,cluster3
27,55000,1,cluster2
23,95000,1,cluster1
25,63000,1,cluster2
41,60000,1,cluster3
24,36000,1,cluster2
41,6000,1,cluster3
24,18000,0,cluster2
46,85000,1,cluster3
26,30000,1,cluster2
40,112000,1,cluster1
24,40000,1,cluster2
25,12000,1,cluster2
26,8000,1,cluster2
30,25000,1,cluster2
31,65000,1,cluster3
29,12000,1,cluster2
24,10000,1,cluster2
32,180000,1,cluster1
25,75000,1,cluster2
25,24000,0,cluster2
28,60000,1,cluster2
30,31000,1,cluster2
27,52000,1,cluster2
30,40000,1,cluster2
32,28000,1,cluster2
30,20000,1,cluster2
36,120000,1,cluster1
24,45000,0,cluster2
28,20000,0,cluster2
28,28000,1,cluster2
43,45000,1,cluster3
35,65000,1,cluster3
38,90000,1,cluster3
37,12000,1,cluster2
28,18000,1,cluster2
26,7000,1,cluster2
30,50000,0,cluster2
14,12000,1,cluster2
26,36000,1,cluster2
29,6800,1,cluster2
34,48000,1,cluster3
22,28000,1,cluster2
39,25000,1,cluster3
23,40000,0,cluster2
22,125000,1,cluster1
34,8000,1,cluster2
45,6000,1,cluster3
27,36000,1,cluster2
26,60000,1,cluster2
28,24000,1,cluster2
30,25000,1,cluster2
53,72000,1,cluster3
34,25000,0,cluster2
58,74000,0,cluster3
29,42000,1,cluster2
24,40000,1,cluster2
26,7200,1,cluster2
52,20000,1,cluster3
29,85000,1,cluster3
36,20000,1,cluster2
36,30000,1,cluster3
23,36000,1,cluster2
27,30000,0,cluster2
26,21700,0,cluster2
28,200000,0,cluster1
28,55000,1,cluster2
50,30000,1,cluster3
26,8000,1,cluster2
25,60000,1,cluster2
25,40000,0,cluster2
34,35000,1,cluster3
28,25000,1,cluster2
30,40000,1,cluster2
24,32000,1,cluster2
30,10500,1,cluster2
26,35000,1,cluster2
26,15000,1,cluster2
37,80000,1,cluster3
23,8000,1,cluster2
37,28000,1,cluster3
43,200000,1,cluster1
29,65000,1,cluster3
28,60000,1,cluster2
29,10000,1,cluster2
38,55000,0,cluster3
28,50000,1,cluster2
21,24000,1,cluster2
29,90000,1,cluster1
28,25000,1,cluster2
26,12000,1,cluster2
18,6000,1,cluster2
28,15000,1,cluster2
26,7500,1,cluster2
28,120000,1,cluster1
27,20000,1,cluster2
23,30000,1,cluster2
22,6000,1,cluster2
26,9361,0,cluster2
21,6000,0,cluster2
33,42000,1,cluster3
32,30000,1,cluster2
25,15000,1,cluster2
28,20000,1,cluster2
23,38000,0,cluster2
32,40000,1,cluster2
27,97000,0,cluster1
54,12000,1,cluster3
29,30000,1,cluster2
38,60000,1,cluster3
30,39600,0,cluster2
42,76000,1,cluster3
30,45000,1,cluster2
32,60000,1,cluster3
26,75000,0,cluster2
21,18000,1,cluster2
25,200000,1,cluster1
19,24000,1,cluster2
52,60000,1,cluster3
25,15000,1,cluster2
43,50000,1,cluster3
31,44000,1,cluster2
25,21000,1,cluster2
36,36000,1,cluster3
24,50000,1,cluster2
31,48000,1,cluster2
41,83000,1,cluster3
23,16000,1,cluster2
44,62000,1,cluster3
25,31000,1,cluster2
23,40000,1,cluster2
32,83000,1,cluster3
30,50000,0,cluster2
47,25000,0,cluster3
33,48000,1,cluster3
30,54000,1,cluster2
30,15000,1,cluster2
25,40000,1,cluster2
48,15000,0,cluster3
30,10000,1,cluster2
34,75000,1,cluster3
30,30000,1,cluster2
36,110000,1,cluster1
41,15000,1,cluster3
29,28000,0,cluster2
22,10000,1,cluster2
25,11988,1,cluster2
25,28800,0,cluster2
23,40000,0,cluster2
26,32000,0,cluster2
37,28000,1,cluster3
34,95000,1,cluster1
26,120000,1,cluster1
31,47000,0,cluster2
33,38000,1,cluster2
42,57000,1,cluster3
28,27733,1,cluster2
23,24000,1,cluster2
38,180000,1,cluster1
43,30000,1,cluster3
28,10000,1,cluster2
31,35000,1,cluster2
29,45000,0,cluster2
26,8000,1,cluster2
32,60000,1,cluster3
34,75000,1,cluster3
50,36000,0,cluster3
33,35000,1,cluster2
22,40000,1,cluster2
41,70000,1,cluster3
29,35000,1,cluster2
36,30000,1,cluster3
34,35000,1,cluster3
27,45000,0,cluster2
43,155000,1,cluster1
35,52000,1,cluster3
37,24000,1,cluster3
23,30000,1,cluster2
34,60000,1,cluster3
37,26000,1,cluster3
35,36000,1,cluster3
29,70000,1,cluster3
31,75000,1,cluster3
33,100000,1,cluster1
34,54000,1,cluster3
31,30000,1,cluster2
32,70000,0,cluster3
29,50000,1,cluster2
25,200000,1,cluster1
25,51000,0,cluster2
41,60000,1,cluster3
20,6000,0,cluster2
23,15000,1,cluster2
25,20000,1,cluster2
33,80000,1,cluster3
36,53000,1,cluster3
30,30000,1,cluster2
30,40000,1,cluster2
30,45000,0,cluster2
23,64000,1,cluster2
22,14400,1,cluster2
33,30000,1,cluster2
25,60000,1,cluster2
24,8000,0,cluster2
27,20000,1,cluster2
30,48000,1,cluster2
25,41000,1,cluster2
37,55000,1,cluster3
21,15000,1,cluster2
23,10000,1,cluster2
28,40000,0,cluster2
31,65000,1,cluster3
35,40000,1,cluster3
29,37000,0,cluster2
24,55000,1,cluster2
30,70000,0,cluster3
25,40000,1,cluster2
35,60000,1,cluster3
39,30000,1,cluster3
25,30000,0,cluster2
21,15000,1,cluster2
32,125000,1,cluster1
31,190000,1,cluster1
26,15000,1,cluster2
38,60000,1,cluster3
31,30000,1,cluster2
42,10000,1,cluster3
23,32000,0,cluster2
33,27700,1,cluster2
22,9000,0,cluster2
28,60000,1,cluster2
28,23000,0,cluster2
22,42000,0,cluster2
30,24000,1,cluster2
24,15000,1,cluster2
49,60000,0,cluster3
27,35000,0,cluster2
29,34500,0,cluster2
25,20000,1,cluster2
26,105000,1,cluster1
58,65000,1,cluster3
25,25200,1,cluster2
34,70000,1,cluster3
46,14400,1,cluster3
24,14000,1,cluster2
21,6000,1,cluster2
23,26000,1,cluster2
25,66000,1,cluster2
27,33000,1,cluster2
28,15000,1,cluster2
27,15000,1,cluster2
42,35000,1,cluster3
23,24000,1,cluster2
41,45000,1,cluster3
34,6000,1,cluster2
25,25000,1,cluster2
23,36000,0,cluster2
28,9000,1,cluster2
25,36000,1,cluster2
23,8000,0,cluster2
34,75000,1,cluster3
42,50000,1,cluster3
28,46000,0,cluster2
20,6000,1,cluster2
43,62000,1,cluster3
21,12000,1,cluster2
45,48000,1,cluster3
39,50000,1,cluster3
21,12000,1,cluster2
42,75000,1,cluster3
48,65000,1,cluster3
40,85000,1,cluster3
31,60000,0,cluster3
45,40000,1,cluster3
27,27000,1,cluster2
30,55000,0,cluster2
27,25000,0,cluster2
24,200000,1,cluster1
24,19000,1,cluster2
47,33000,0,cluster3
49,120000,1,cluster1
45,82000,1,cluster3
31,6000,1,cluster2
30,45000,1,cluster2
24,14000,0,cluster2
24,9000,1,cluster2
26,40000,1,cluster2
33,59000,1,cluster3
30,69000,1,cluster3
28,18000,1,cluster2
29,55000,1,cluster2
27,32000,1,cluster2
28,9500,1,cluster2
31,75000,0,cluster3
29,101000,1,cluster1
27,36500,0,cluster2
37,56000,1,cluster3
23,12000,0,cluster2
26,100000,1,cluster1
26,71000,0,cluster2
35,25000,1,cluster2
23,12000,1,cluster2
37,15000,0,cluster2
31,7000,1,cluster2
29,70800,1,cluster3
19,40800,1,cluster2
26,13584,1,cluster2
19,18000,1,cluster2
30,18500,1,cluster2
27,9000,1,cluster2
25,40000,1,cluster2
24,14400,1,cluster2
35,50000,0,cluster3
23,24000,1,cluster2
28,22410,1,cluster2
29,76000,1,cluster3
26,100000,1,cluster1
17,36000,1,cluster2
27,60000,1,cluster2
25,54000,1,cluster2
22,60000,1,cluster2
27,6000,1,cluster2
37,43000,1,cluster3
32,8000,1,cluster2
26,160000,1,cluster1
47,43000,0,cluster3
28,55000,1,cluster2
27,43000,1,cluster2
34,8000,1,cluster2
31,13000,1,cluster2
34,40000,1,cluster3
39,98000,0,cluster1
24,25000,1,cluster2
36,32000,0,cluster3
24,9000,1,cluster2
25,15000,1,cluster2
19,39000,1,cluster2
30,68000,1,cluster3
23,57972,0,cluster2
28,18800,1,cluster2
23,12000,1,cluster2
31,45000,0,cluster2
28,27000,1,cluster2
34,55000,1,cluster3
22,11000,1,cluster2
24,120000,1,cluster1
32,40000,1,cluster2
24,18000,1,cluster2
40,25000,1,cluster3
29,200000,1,cluster1
22,8000,1,cluster2
29,100000,1,cluster1
42,30552,1,cluster3
36,8400,1,cluster2
23,36000,1,cluster2
33,42000,1,cluster3
27,60000,1,cluster2
31,6720,1,cluster2
24,71000,1,cluster2
40,120000,1,cluster1
30,60000,1,cluster3
19,80000,1,cluster2
26,50000,1,cluster2
34,30000,1,cluster2
19,48000,1,cluster2
22,48000,1,cluster2
44,160000,0,cluster1
22,34000,1,cluster2
31,34000,1,cluster2
30,18000,1,cluster2
37,10000,1,cluster2
30,20000,1,cluster2
37,34000,1,cluster3
23,30000,1,cluster2
21,22000,1,cluster2
49,24000,0,cluster3
25,35000,1,cluster2
27,47000,1,cluster2
19,200000,1,cluster1
35,120000,1,cluster1
27,6000,1,cluster2
30,60000,1,cluster3
